www.thebabyfold.org	12.1.208.54
www.dancarengineering.com	209.115.132.34
mail.scottstanchak.com	209.115.132.36
www.buscharter.net	209.115.132.53
www.cryptogon.com	209.115.132.59
www.a1-ok.org	209.115.132.61
www.celebatheists.com	209.115.169.3
www.edensbest.ca	209.115.204.111
www.dswshoe.com	209.115.22.151
www.albiansands.ca	209.115.237.66
www.touryukon.com	209.115.237.67
www.moviegoods.com	209.115.237.79
n0web02.westjet.com	209.115.241.3
www.acers.org	209.115.31.40
www.synkronizer.com	209.115.42.142
www.sthugo.org	209.115.5.217
www.stats.com	209.116.117.12
fantasy.stats.com	209.116.117.135
snap.stats.com	209.116.117.228
usnews.com	209.116.158.34
www.nab.org	209.116.240.200
www.tvguidelines.org	209.116.240.201
www.nabshow.com	209.116.240.212
www.dhmh.state.md.us	209.116.251.43
www.interesting-people.org	209.116.252.130
ad.howstuffworks.com	209.116.69.82
static.howstuffworks.com	209.116.69.85
www.intervolve.com	209.116.70.172
allps2.com	209.116.71.59
www.cleoconference.org	209.116.81.34
www.opticsexpress.org	209.116.81.37
ol.osa.org	209.116.81.5
www.lexisultimaterewards.com	209.117.209.244
beta.kpix.com	209.117.65.106
www.serviceonly.com	209.118.182.131
masonjar.com	209.118.21.11
www.superdealcentral.com	209.118.21.118
www.njkingdom.com	209.118.21.53
www.a1pharmacies.com	209.118.229.40
www.audiouk.com	209.118.231.127
www.cit-e.net	209.118.37.249
www.jeffersontownship.net	209.118.37.254
www.allergy-asthma.net	209.118.48.164
www.agiweb.org	209.119.27.33
images.ebags.com	209.119.37.179
poizenideas.com	209.12.133.66
www.rickeysmiley.com	209.12.22.254
www.compassion.com	209.12.248.140
www.lasemanadelsur.com	209.12.255.115
tcs.org	209.12.255.171
www.lestershaw.com	209.12.4.29
nds.edu	209.12.42.180
www.aphsports.com	209.120.129.215
www.getstarstruck.net	209.120.129.224
www.clipartoday.com	209.120.131.219
www.crc2onlinecatalog.com	209.120.132.68
www.imageandmoore.co.uk	209.120.133.115
www.iwsf.com	209.120.133.118
www.weberdev.com	209.120.136.104
desperado.graphicsnxs.com	209.120.136.190
www.the-underdogs.org	209.120.136.195
community.the-underdogs.org	209.120.136.200
dawgpound.graphicsnxs.net	209.120.136.244
www.snuffx.com	209.120.136.250
camgirlgalleries.com	209.120.136.93
www.thisisacryforhelp.com	209.120.137.156
www.runescape.com	209.120.137.232
www.jagex.com	209.120.137.233
secure2.runescape.com	209.120.137.235
209.120.138.75	209.120.138.75
www.hussainyat.com	209.120.140.6
wtv-zone.com	209.120.142.12
www.johnpersons.com	209.120.142.132
wattacroc.com	209.120.142.177
www.mediataskmaster.com	209.120.142.5
teenportals.com	209.120.143.2
www.atlasofporn.com	209.120.143.202
www.1000nudecelebs.com	209.120.143.226
www.dutybooty.com	209.120.143.228
www.psxextreme.com	209.120.143.31
m2.doubleclick.net	209.120.155.233
m2.doubleclick.net	209.120.155.234
www.youthministry.com	209.120.159.135
www.resumeadvice.org	209.120.176.33
www.asiastream.com	209.120.178.126
rinnan.net	209.120.178.32
utop.net	209.120.181.172
www.sustainableagriculture.net	209.120.182.113
entk.net	209.120.187.26
cttrk.com	209.120.187.27
dmlogix.com	209.120.187.35
www.2spi.com	209.120.196.50
www.inventorshelpline.com	209.120.196.52
www.delnet.com	209.120.196.80
spe.atdmt.com	209.120.213.227
spweather.whenu.com	209.120.213.228
all.info	209.120.219.135
www.4freescreensavers.com	209.120.219.142
www.medicina.kharkov.ua	209.120.224.18
www.internetworldstats.com	209.120.224.99
www.likasherbals.com	209.120.225.99
www.dealertemplates.com	209.120.226.13
www.webdesigntemplates.biz	209.120.226.99
www.androphile.org	209.120.231.187
www.copykat.com	209.120.236.79
boards.slackercentral.com	209.120.238.110
www.thepf100.com	209.120.238.120
ludusequinus.com	209.120.238.166
www.infotaku.com	209.120.238.190
www.voajeri385.com	209.120.238.231
www.lonelyanime.com	209.120.238.30
www.elitefreak.net	209.120.239.100
www.email-tool.com	209.120.239.168
apache.130th.net	209.120.239.178
www.funnypostcard.com	209.120.239.200
www.judoinfo.com	209.120.239.230
www.greektoronto.com	209.121.115.25
www.settlement.org	209.121.217.194
gma.com	209.122.118.131
www.dslreports.com	209.123.109.175
www.hasnain.net	209.123.117.129
209.123.117.139	209.123.117.139
house-o-celebs.com	209.123.13.110
www.altinde.com	209.123.134.51
www.oatleyelectronics.com	209.123.134.66
www.preferredhire.com	209.123.138.33
www.kidscourier.com	209.123.140.227
www.adoring.net	209.123.140.35
enigma.peoples.ru	209.123.144.8
www.vipfares.com	209.123.150.17
www.discoverfrance.net	209.123.152.69
www.life-n-leisure.com	209.123.156.134
www.azlyric.com	209.123.16.12
www.homdepot.com	209.123.16.2
bestbookbuy.com	209.123.16.20
www.indohot.com	209.123.16.25
popups.infostart.com	209.123.16.29
www.inbox.net	209.123.16.34
slotworld.com	209.123.16.9
www.audiobookclub.com	209.123.160.18
www.dadamo.com	209.123.170.161
papersplease.org	209.123.170.170
www.aduni.org	209.123.177.82
www.splatmagazine.com	209.123.183.163
www.familyconcerns.net	209.123.183.227
www.golddirectory.net	209.123.184.64
www.desperatepreacher.com	209.123.185.234
www.gargaro.com	209.123.187.166
www.nycballet.com	209.123.189.10
www.foundrymusic.com	209.123.198.227
i.dslr.net	209.123.205.210
i.dslr.net	209.123.205.211
www.accringtonstanley.co.uk	209.123.207.12
www.woodkrafts.com	209.123.207.200
www.posterpal.com	209.123.207.22
www.bibliomania.com	209.123.228.136
coldcuts.rydia.net	209.123.232.171
www.smashthetrifecta.com	209.123.232.181
www.magialuna.net	209.123.232.182
www.cassita.com	209.123.232.203
classicporno.smashbucks.com	209.123.232.50
www.hotel-bidder.com	209.123.233.40
www.ikesound.com	209.123.24.199
valueguide.pga.com	209.123.24.230
www.interventionmag.com	209.123.241.230
www.princetonol.com	209.123.244.65
germany.hotels-solutions.com	209.123.246.243
www.smoothtrader.com	209.123.246.58
conniescreativedesigns.net	209.123.246.8
www.sharpened.net	209.123.247.45
www.grafitti.net	209.123.252.102
www.abundantbible.org	209.123.252.104
www.mondate.com	209.123.252.143
www.wrestlinggameszone.com	209.123.252.235
www.iwantasiangirl.com	209.123.252.72
www.top66.ro	209.123.253.122
wicked-cool.net	209.123.253.137
www.bloodrites.com	209.123.254.86
www.daricheh.org	209.123.255.117
www.hftrocks.com	209.123.255.192
cair.biglist.com	209.123.46.101
www.mobydock.com	209.123.49.113
pool.twinkles.nu	209.123.49.187
ash-wednesday.123holiday.net	209.123.49.197
www.israelcelebration.com	209.123.49.222
www.dodoskido.com	209.123.49.247
miranda-im.org	209.123.61.39
www.top-25.com	209.123.85.17
www.atforumz.com	209.123.85.43
pictures.gsmls.com	209.123.87.19
www.gsmls.com	209.123.87.21
www.poetrydatabase.com	209.123.88.22
www.tigerx.com	209.123.89.1
www.interracial-comics.com	209.123.94.136
www.all-americanheroes.net	209.123.94.150
www.sexyamy18.com	209.123.94.96
www.nmha.org	209.124.2.32
www.eatel.net	209.124.203.11
classifieds.breedersclub.net	209.124.236.100
www.your-domain.com	209.124.27.16
www.vanezalezapitynski.com	209.124.73.138
xingtone.com	209.124.81.114
209.124.81.117	209.124.81.117
www.seclusival.com	209.124.81.140
cardshark.us	209.124.81.18
www.commercialnetworks.com	209.124.81.2
www.milkersrus.com	209.124.81.34
xxx-things.com	209.124.82.143
virdi-software.com	209.124.82.144
www.3dlinks.com	209.124.82.194
www.creative-3d.net	209.124.82.195
www.gaming-age.com	209.124.89.234
www.artrenewal.org	209.125.125.3
209.125.166.245	209.125.166.245
www.debtconsolidation.com	209.125.209.111
interprod5.imgusa.com	209.125.37.19
displaysbysony.com	209.125.37.35
www.globalshop.org	209.125.88.154
www.eshow2000.com	209.125.88.56
www.plambeck.org	209.125.90.49
www.tvjobs.com	209.126.129.130
video.tvjobs.com	209.126.129.133
msi.tvjobs.com	209.126.129.134
auriella.com	209.126.132.10
www.onlinebootycall.com	209.126.132.5
www.searchspot.co.uk	209.126.132.6
www.jackoffjill.com	209.126.132.9
www.beatfox.com	209.126.133.13
bugei.com	209.126.134.155
www.historyterminator.com	209.126.138.156
www.janeyweb.com	209.126.139.122
www.bsdmporno.com	209.126.139.23
www.heavenlycurves.com	209.126.139.24
www.bevyofboobs.com	209.126.139.34
40mature.com	209.126.139.39
www.girlsofharddrive.com	209.126.139.80
www.bonita-online.com	209.126.139.84
www.selectaslut.net	209.126.139.85
www.swingingsarah.com	209.126.139.89
www.theadultcoalition2.com	209.126.139.90
www.cumwithjane.com	209.126.139.91
www.hussainiyah.com	209.126.140.11
farras.com	209.126.140.17
www.fa-iaeup.org	209.126.140.201
www.oldlahainaluau.com	209.126.140.5
freshboyz.com	209.126.142.206
www.mars.org	209.126.142.251
www.abbywinters.com	209.126.142.252
www.paracin.co.yu	209.126.145.138
www.artehistoria.com	209.126.145.242
www.mediumk.com	209.126.145.86
www.shianews.com	209.126.146.11
chronicle.caffeinatedbliss.com	209.126.146.113
www.wetlandspro.com	209.126.146.129
www.windsor.edu	209.126.146.50
www.rpgworldnow.com	209.126.147.42
www.extonaustralia.com	209.126.150.122
www.afilipinabride.com	209.126.150.30
www.mortgage-lenders-plus.com	209.126.154.130
www.foreverwedstore.com	209.126.156.68
www.homies.tv	209.126.159.82
www.myloanquote.com	209.126.160.249
www.sandboxplus.com	209.126.160.57
www.chasefootball.com	209.126.162.238
www.brysdyes.com	209.126.162.242
www.howardhall.com	209.126.164.206
www.crystal-meth.org	209.126.165.145
haganah.us	209.126.167.115
www.angeltowns.com	209.126.167.251
www.balita.com	209.126.168.235
www.marvelmagic.com	209.126.168.27
www.daisyresources.com	209.126.169.242
www.azkempire.com	209.126.170.106
heavenlychics.com	209.126.170.108
www.monalisadesigns.com	209.126.172.48
www.weatheraudio.net	209.126.173.237
www.sweetadonis.com	209.126.173.93
www.importculture.com	209.126.176.11
asiansensation.findapix.com	209.126.176.13
www.onlineshowoff.com	209.126.176.14
freexgames.net	209.126.176.18
www.xwebhost.net	209.126.176.21
www.sms.ac	209.126.178.100
blog.sms.ac	209.126.178.106
is1.sms.ac	209.126.178.120
www.mejoramor.com	209.126.178.2
www.megspace.com	209.126.178.67
sepuluh.stormpages.com	209.126.178.68
images1.findapix.com	209.126.178.92
www.annshallmark.com	209.126.178.93
cleanadulthost.com	209.126.180.128
www.blowmenow.com	209.126.180.129
allpornopix.com	209.126.180.132
www2.cleanadulthost.com	209.126.180.133
www7.kinghost.com	209.126.180.140
www8.kinghost.com	209.126.180.141
www3.xfreehosting.com	209.126.180.145
www.deadsex.net	209.126.180.147
www10.kinghost.com	209.126.180.150
top-sex.info	209.126.180.151
www11.kinghost.com	209.126.180.155
www.tunha.com	209.126.180.156
www2.3wisp.com	209.126.180.160
www.niceteens.net	209.126.180.163
www2.kinghost.com	209.126.180.164
secretaryplace.com	209.126.180.165
www2.xfreehosting.com	209.126.180.166
209.126.180.49	209.126.180.49
www.dimitriwolfe.com	209.126.180.83
www.bangedup.com	209.126.181.131
imgs.crystalclearmovies.com	209.126.181.194
www.easyasianpics.com	209.126.181.196
big-hooters.net	209.126.181.198
3wisp.com	209.126.181.199
www.avhunter.net	209.126.181.200
www.beautybabe.net	209.126.181.207
www5.kinghost.com	209.126.181.227
www3.kinghost.com	209.126.181.230
www.kinghost.com	209.126.181.231
www.bestfreegay.com	209.126.181.232
www.bbthumbs.com	209.126.181.243
daisysroom.com	209.126.181.4
www.bangedup.com	209.126.181.96
www.bangedup.com	209.126.181.98
images.raaga.com	209.126.182.15
sexyfish.net	209.126.182.37
www.tumyeto.com	209.126.183.91
www.anycities.com	209.126.184.65
www.thumbnailednewsgroups.com	209.126.186.42
www.metallicabb.com	209.126.187.89
mthigh.com	209.126.190.10
www.moneymlm.com	209.126.190.42
www.ezpharmacy.com	209.126.192.202
www.queerbanner.com	209.126.194.7
www.live-webcams.biz	209.126.194.76
www.pacificink.com	209.126.200.131
join.netmusicpromotions.com	209.126.200.254
www.crystalclearmovies.com	209.126.202.23
freegayspace.com	209.126.204.101
amateur.gayhost4free.com	209.126.204.245
2ts.us	209.126.205.183
www.afreewebcam.com	209.126.207.11
www.myprivatelair.com	209.126.207.42
209.126.208.132:8080	209.126.208.132
www.oobr.com	209.126.224.160
www.journeymusic.com	209.126.229.202
www.metallicabb.com	209.126.231.4
www.head-hunter.com	209.126.234.15
www.diabloworld.com	209.126.247.219
cube.diabloworld.com	209.126.247.220
www.electronics-tutorials.com	209.126.249.214
www.indonesiadiving.com	209.126.249.34
www.travellingtoindonesia.com	209.126.249.62
www.bbgcarpet.com	209.126.250.132
www.zalozi.com	209.126.250.141
dustyrhoades.com	209.126.251.121
www.photopassport.com	209.126.251.228
heavenlystockings.com	209.126.253.10
pornoforum.cz	209.126.253.22
aehosted.com	209.126.253.244
www.pornohunters.com	209.126.253.3
intelligentwebs.com	209.126.253.4
www.ozfm.com	209.128.1.2
www.proteacher.com	209.128.104.178
www.proteacher.net	209.128.104.179
www.dragonsgate.net	209.128.106.110
www.bellaonline.com	209.128.108.221
www.wasserman.com	209.128.244.12
www.gov.nf.ca	209.128.28.10
www.roads.gov.nl.ca	209.128.28.83
img.xarao.com	209.128.65.117
www.wolfevideo.com	209.128.68.83
expert.broaddaylight.com	209.128.73.26
search.broaddaylight.com	209.128.73.27
bellsouth.broaddaylight.com	209.128.73.29
209.128.78.29	209.128.78.29
therapists.psychologytoday.com	209.128.89.165
www.trisiam.com	209.128.97.237
www.clpccd.cc.ca.us	209.129.156.3
www.miracosta.cc.ca.us	209.129.30.14
www.chaco.gov.ar	209.13.114.2
www.coneau.edu.ar	209.13.119.8
romantica.dnsalias.org:8000	209.13.249.225
romantica.dnsalias.org:8000	209.13.253.151
www.huincarenanco.gov.ar	209.13.254.130
christyestatessuites.com	209.130.103.104
www.cheapsmokesbymail.com	209.130.105.234
www.pignc-ispi.com	209.130.11.160
www.camro.com	209.130.114.59
www.time-warp.org	209.130.118.61
www.bupipedream.com	209.130.125.149
www.aoef.org	209.130.126.141
www.psrast.org	209.130.18.158
www.middleeastnews.com	209.130.20.15
www.photostogo.com	209.130.207.70
www.fhfl.com	209.130.38.180
www.dianeponzio.com	209.130.41.155
www.sextoysforwomen.com	209.130.48.182
www.lhc.gov.pk	209.130.50.158
www.deutsche-touring.com	209.130.50.33
www.americanbrightled.com	209.130.57.105
www.sba.gov.com	209.130.58.122
www.value1.com	209.130.58.23
tamarindobeach.net	209.130.58.87
www.buyfactorydirect.com	209.130.77.244
www.racenow.com	209.130.87.208
www.tarimak.com	209.130.92.218
www.fuali.com	209.131.206.200
www.inktomi.com	209.131.63.206
abstract.simplenet.com	209.132.1.81
www.spirent-mro.com	209.132.107.37
www.krittercards.com	209.132.113.142
www.shieldsoffaith.org	209.132.161.101
www.somethinggreek.com	209.132.161.171
www.gohip.com	209.132.193.8
www.riverroom.com	209.132.203.145
barbados.org	209.132.203.151
www.natren.com	209.132.203.153
www.gigasites.com	209.132.203.16
www.iaetf.org	209.132.203.24
download.fordaleltd.com	209.132.205.218
download.fordaleltd.com	209.132.205.220
www.mediacharger.com	209.132.205.222
banserv.internetfuel.com	209.132.205.89
banserv.internetfuel.com	209.132.205.90
banserv.internetfuel.com	209.132.205.91
banserv.internetfuel.com	209.132.205.92
banserv.internetfuel.com	209.132.205.95
banserv.internetfuel.com	209.132.205.96
banserv.internetfuel.com	209.132.205.97
banserv.internetfuel.com	209.132.205.98
usedcars.com	209.132.206.56
hyperserve.usedcars.com	209.132.206.60
clicks.inboxadsusa.com	209.132.209.27
clicks.emarketmakers.com	209.132.209.28
www.jackpot.com	209.132.209.31
www.prosalespower.com	209.132.209.35
www.pchslots.com	209.132.209.37
registration.winsweepstakes.net	209.132.209.38
www.winsweepstakes.net	209.132.209.49
209.132.218.10	209.132.218.10
www.netbroadcaster.com	209.132.218.114
wmservera.streammagic.com	209.132.218.13
209.132.218.5	209.132.218.5
209.132.218.55	209.132.218.55
adserv.internetfuel.com	209.132.218.66
nitrous.exitfuel.com	209.132.218.69
mail.bigmailbox.com	209.132.220.132
mail3.bigmailbox.com	209.132.220.34
mail4.bigmailbox.com	209.132.220.35
mail12.bigmailbox.com	209.132.220.43
mail18.bigmailbox.com	209.132.220.49
images.bigmailbox.com	209.132.220.76
www.plumpersonline.com	209.132.224.196
www.punisherthemovie.com	209.132.224.20
www.xxxnymphoasians.com	209.132.224.206
www.chatclub.com	209.132.224.207
www.dirtydancinghavananights.com	209.132.224.21
web-1.bidz.com	209.132.231.10
mailmagic.bidz.com	209.132.231.12
thumbs.bidz.com	209.132.231.19
healthy.net	209.132.232.50
www.healthyshopping.com	209.132.232.57
p.vtourist.com	209.132.234.3
p.vtourist.com	209.132.234.4
www.virtualtourist.com	209.132.234.7
www.virtualtourist.com	209.132.234.8
www.overboost.com	209.132.236.68
riceboypage.com	209.132.236.71
www.ddbstock.com	209.132.24.17
www.hiphoproad.com	209.132.242.2
fantasyinterfaces.com	209.132.244.42
www.dollzmania.com	209.132.68.78
www.messagebay.com	209.132.69.122
209.132.69.82	209.132.69.82
www.3arabia.com	209.132.70.30
www.islamic-state.org	209.132.84.118
www.hillcity-comics.com	209.132.85.14
www.exploitz.com	209.132.96.43
img.webring.com	209.132.97.208
img.webring.com	209.132.97.209
img.webring.com	209.132.97.210
www.webring.org	209.132.97.211
b.webring.com	209.132.97.212
c.webring.com	209.132.97.213
d.webring.com	209.132.97.214
f.webring.com	209.132.97.216
209.132.97.220	209.132.97.220
oas.signonsandiego.com	209.132.98.135
www.signonsandiego.com	209.132.98.144
www.rottentomatoes.com	209.133.105.17
i.rottentomatoes.com	209.133.105.18
images.rottentomatoes.com	209.133.105.22
adclient.rottentomatoes.com	209.133.105.32
adclient.rottentomatoes.com	209.133.105.36
waynesworld.com	209.133.107.80
www.q8max.com	209.133.11.130
www.q8songs.com	209.133.11.145
sp3.fotologs.net	209.133.111.137
anon.atari.speedera.net	209.133.111.142
static.vpptechnologies.com	209.133.111.197
spe.atdmt.com	209.133.111.200
spe.atdmt.com	209.133.111.206
spe.atdmt.com	209.133.111.207
spweather.whenu.com	209.133.111.208
sp1.fotologs.net	209.133.111.3
sp9.fotologs.net	209.133.111.4
anon.atari.speedera.net	209.133.111.8
www.teachtci.com	209.133.118.51
209.133.120.70	209.133.120.70
www.sddasd.com	209.133.120.84
www.jerclock.com	209.133.120.98
www.bcgeu.ca	209.133.2.132
usff.com	209.133.21.147
www.shootingfish.net	209.133.227.48
qw8.com	209.133.228.238
www.gwdavis.net	209.133.229.18
grow3.easter.ne.jp	209.133.23.162
songcrawler.com	209.133.230.63
sienahotel.com	209.133.236.172
www.wendy.com	209.133.238.41
www.lyrics-to-songs.com	209.133.245.2
www.egentlemen.com	209.133.247.130
www.belisi.com	209.133.255.6
www.wewriters.com	209.133.4.37
www.erose.com	209.133.4.68
www.iossrc.com	209.133.45.173
www.nosecrets.com.br	209.133.46.251
www.spywareinfo.com	209.133.47.19
www.spywareinfo.com	209.133.47.69
www.buddytalk.net	209.133.49.22
www.macband.com	209.133.53.110
www.annoyances.org	209.133.53.130
www.ourpla.net	209.133.53.155
www.freeradio.org	209.133.53.68
www.cocobongo.com	209.133.54.35
4jobs13.tradepub.com	209.133.56.22
img.tradepub.com	209.133.56.8
www.enature.com	209.133.64.40
www.eyetide.com	209.133.65.203
ww2.partani.com	209.133.76.151
ww2.2sendndlvr.com	209.133.76.39
junkyardjewelry.com	209.133.78.230
pages.tias.com	209.133.79.227
pages.tias.com	209.133.79.232
www.tias.com	209.133.79.248
www.lionbrand.com	209.133.79.91
www.sweetauditions.biz	209.133.93.5
www.intellichoice.com	209.133.94.42
wptraining.com	209.134.129.58
www.geisslers.com	209.134.150.50
www.gsnrecipes.com	209.134.150.51
www.gsngrocers.com	209.134.150.57
www.cursor.org	209.134.159.225
www.iss.net	209.134.161.35
www.earthdancer.net	209.134.25.131
www.gamequarium.com	209.134.25.134
bombers.ca	209.134.25.140
www.ctaofficialfanclub.com	209.134.41.44
www.checkpointweb.ca	209.135.102.77
www.tridel.com	209.135.102.9
www.domrep.net	209.135.104.17
www.retiredamericans.org	209.135.140.139
www.rulex.ru	209.135.140.42
www.zombiestudios.net	209.135.140.49
www.odmp.org	209.135.140.69
www.minsocam.org	209.135.197.66
www.randmcnally.com	209.135.33.50
www.avxcorp.com	209.135.40.86
www.conference-board.org	209.135.41.44
www.yankeecandle.com	209.135.43.135
www.cancer.org	209.135.47.118
www.michelin-us.com	209.135.51.30
pressroom.ups.com	209.135.58.143
www.mbna.com	209.135.58.25
www.rocknews.com	209.135.58.4
www.starsplash.com	209.135.58.6
www.hitpage.com	209.135.58.7
rockdaily.com	209.135.58.8
milan.milanovic.org	209.135.73.178
www.samuel.com	209.135.76.30
www.ccimedtrain.com	209.136.210.35
www.farmworkers.org	209.136.36.50
fotw.vexillum.com	209.136.50.66
www.canon.com	209.137.157.33
buyhorses.com	209.137.228.65
buyhorses.com	209.137.228.66
www.biofilmsonline.com	209.137.236.242
www.elkriversystems.com	209.137.236.244
www.kennyray.com	209.137.57.16
dbminer.com	209.139.208.9
www.shopinsaskatoon.com	209.139.221.182
www.carrentalsinhawaii.com	209.139.225.210
www.lifenow.com	209.139.225.65
hub-images.webct.com	209.139.226.201
www.webct.com	209.139.226.205
courses6.webct.com	209.139.226.31
www.bccancer.bc.ca	209.139.228.214
www.spectrumsociety.org	209.139.247.186
c2t2.ca	209.139.248.40
www.windowmaker.org	209.140.211.24
www.diplom.org	209.140.225.18
members.tgforum.com	209.140.229.104
www.bosna.com	209.141.17.7
www.tbi.net	209.141.252.6
home.centurytel.net	209.142.142.56
www.spyderchat.com	209.142.195.130
www.4andy.com	209.142.197.6
home.inreach.com	209.142.2.167
www.andersonmotosports.com	209.142.207.79
therapeuticresearch.com	209.142.3.129
piktures.deadjournal.com	209.142.3.148
scifi3d.theforce.net	209.142.3.23
www.moomilk.com	209.142.3.236
www.teamscope.com	209.142.3.30
www.dmeb.net	209.142.3.31
www.sleepscene.com	209.142.46.100
www.slamduncan.com	209.142.65.199
www.bright.net	209.143.0.18
oas-central.realmedia.com	209.143.236.21
ads.space.com	209.143.236.22
network.realmedia.com	209.143.236.23
www.builderonline.com	209.143.248.122
www.hanley-wood.com	209.143.248.131
ads2000.hw.net	209.143.248.32
docweasel.com	209.144.141.23
www.gbod.org	209.144.142.61
www.thecheesecakefactory.com	209.144.197.38
images.facade.com	209.144.202.12
www.cnb.com	209.144.219.20
www.imagineandwin.com	209.144.59.91
buybackbooks.com	209.144.64.41
www.insideai.net	209.145.11.195
webusers.anet-stl.com	209.145.128.66
www.newground.com	209.145.150.25
www.fcfonline.org	209.145.228.72
www.programmersheaven.com	209.145.252.10
209.145.252.12	209.145.252.12
images.zirve100.com	209.145.252.2
www.us.net	209.145.60.250
www.bry-backmanor.org	209.145.64.16
www.takase.com	209.145.64.247
www.xlr8yourmac.com	209.145.65.37
www.ibmwr.org	209.145.89.234
ac.rnm.ca	209.146.210.209
www.chatelaine.com	209.146.210.213
www.macleans.ca	209.146.210.232
www.sportsnet.ca	209.146.210.247
mailtrack.rnm.ca	209.146.210.250
www.vegastowers.com	209.146.217.245
www.vegastowers.com	209.146.217.246
www.pay2playnetwork.net	209.146.217.30
gateway.fortunelounge.com	209.146.217.32
www.7sultans.com	209.146.217.34
www.7sultans.com	209.146.217.35
photos.equine.com	209.147.105.145
www.equine.com	209.147.105.150
horse.classifieds.equine.com	209.147.105.156
www.sgi.sk.ca	209.148.220.159
www.juniorhockeybible.com	209.148.221.113
www.gongshowgear.com	209.148.221.114
www.interwell.net	209.148.221.181
englishclub.net	209.148.221.182
www.englishclub.com	209.148.221.183
forums.englishclub.com	209.148.221.184
www.tefl.net	209.148.221.186
www.supremelaw.org	209.148.221.220
ads.palmbeachpost.com	209.149.10.70
www.moremach.com	209.149.136.177
headlines.agapepress.org	209.149.145.208
www.goldencode.com	209.149.180.210
www.auburnschools.org	209.149.199.4
www.absolutelyhealthcare.com	209.149.253.149
virus.daguru.org	209.15.10.113
www.bulgarvoice.com	209.15.10.228
www.humanmetrics.com	209.15.100.65
promdress.net	209.15.101.245
www.wotclans.com	209.15.104.176
www.candlelightstudios.com	209.15.105.57
www.aurete.com	209.15.107.88
www.punkrocks.net	209.15.11.23
www.netpiper.com	209.15.112.238
michellebranch.net	209.15.113.137
www.future-leaders.com	209.15.114.241
209.15.12.10	209.15.12.10
calitoprom.com	209.15.128.120
www.calamusbooks.com	209.15.128.47
www.maria-brazil.org	209.15.129.124
thepromsite.com	209.15.136.26
www.wholtex.com	209.15.138.176
www.pbxsoftware.com	209.15.138.39
www.iampariah.com	209.15.139.147
www.abodetao.com	209.15.141.157
www.friendship.com.au	209.15.142.132
www.vouchercenter.com	209.15.142.253
new-brunswick.net	209.15.15.1
www.maskon.com	209.15.15.190
www.nalfo.org	209.15.16.98
ipmonitor.tsarfin.com	209.15.160.200
www.elmercurio.com.ec	209.15.161.108
www.biopsychology.org	209.15.162.198
www.buildingsystems.org	209.15.165.192
www.indianembassy.org	209.15.172.19
www.fourstarclothing.com	209.15.181.234
www.discount-designer-shoes.com	209.15.182.220
www.bw4u.com	209.15.182.46
www.admintek.net	209.15.196.80
209.15.2.13	209.15.2.13
www.girlsareweird.com	209.15.20.203
upgrade.bitdefender.com	209.15.204.129
www.brewer-cantelmo.com	209.15.204.177
www.puterdeco.com	209.15.23.183
landslide.2007.org	209.15.25.60
www.steelwheelz.com	209.15.26.95
dikti.org	209.15.27.115
www.sandiegofirstassembly.com	209.15.27.175
www.iraqimusic.com	209.15.27.2
www.byfreeweb.com	209.15.27.80
www.bodo.com	209.15.28.173
www.aeromodelismo.net	209.15.28.191
www.studentplanet.com	209.15.29.86
www.rebeccasreads.com	209.15.30.141
www.nationalparadeofhomes.com	209.15.31.173
www.hazar.com	209.15.31.191
rachel.miramis.org	209.15.31.90
www.teenoutreach.com	209.15.32.91
www.desert-tropicals.com	209.15.36.185
www.splicedonline.com	209.15.36.60
stephan.dahl.at	209.15.42.137
gcounter.hosting4u.net	209.15.51.62
www.usakti.edu	209.15.64.77
islandseven.com	209.15.65.61
www.mobile.commerce.net	209.15.65.98
www.alovecard.com	209.15.68.18
www.peghole.com	209.15.70.249
www.usbman.com	209.15.72.13
malumaat.com	209.15.73.104
healthfitness.com.au	209.15.74.16
eu.download.otszone.com	209.15.74.230
coinandbullion.com	209.15.75.229
www.calito.com	209.15.79.120
www.medical-library.net	209.15.81.144
www.elatchayyim.org	209.15.81.204
www.raw42.com	209.15.84.160
mirc.ircadmin.net	209.15.9.187
www.metontour.com	209.15.95.201
classicwhitney.com	209.15.99.105
www.e-mela.com	209.15.99.14
www.horrorfindweekend.com	209.150.105.152
www.horrorfind.com	209.150.105.19
userboards.horrorfind.com	209.150.107.250
www.heathersadventure.com	209.150.108.3
thefunnybone.com	209.150.129.94
www.ateamuniformsdirect.com	209.150.132.122
www.literatura.org	209.150.137.8
www.communication.org	209.150.137.9
www.wendygell.com	209.150.149.202
www.hampton.com	209.150.196.228
www.starpanel.com	209.150.196.48
www.headshop.com	209.150.20.115
www.yes-tele.com	209.150.20.18
www.apmtesting.com	209.150.226.9
www.blackthornesw.com	209.150.237.98
www.bowsite.com	209.150.24.98
www.qis.net	209.150.96.20
www.industrylink.com	209.151.129.184
rotten.home.cyberverse.com	209.151.224.41
www.gigabyte.com	209.151.225.18
www.bozeforged.com	209.151.230.122
www.die.net	209.151.236.18
dict.die.net	209.151.236.22
www.mdrweb.com	209.151.239.122
www.devicelink.com	209.151.239.161
www.riskanalysisgroup.com	209.151.239.35
www.globalmalepass.com	209.151.243.50
www.globalgayhosting.com	209.151.243.51
www.cyberverse.com	209.151.245.2
